MYID,id_l2,id_l1,shape_area,AC1,AC2,AC1N,AC2N,ALC_3,o_imean,f_hstd,i_hstd,i_prop,l_hmean,l_imean,fh20,lh80,lh50,hawi95,hawi5,fvege,fhmean,lhmean,limean,fhr_80_99,fhr_30_95,fl_95_95_99,fl_95_70_99,fl_95_60_99,height_d2,density4,fd40,fd20,fd1,m_ndvi,m_red_nir,a_red,a_grn,a_nir,a_ndvi,a_red_grn,a_blu_nir,aspect_std,slope_std,slope_max,wt_min,wt_max,utmnorth,utmeast,tr_te_tpi_18,sd_18m_101,sd_36m_87,mean_36m_97,mean_36m_111,tr_tp_6m_125m_41_mean_diff,tr_tp_6m_175m_59_sd,tmin_wt,tmin_sm,tave_wt,rad_sp,dd_0_wt,dd5_wt,dd18_at,nffd_at,cmd_sp,cmd_sm,cmd_at,rh_sp,td,msp,effp,cmd,mar,tr_ka_18m_100m_11_kaspcdir_across,tr_ka_18m_50m_5_kaspcdir_across,tr_ka_18m_200m_23_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_downhill,tr_ka_36m_800m_45_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_uphill,tr_ka_36m_2000m_111_kaspcdir_uphill,tr_ka_18m_400m_45_kaspdir_across,tr_ka_36m_2000m_111_kaspdir_across,tr_ka_18m_200m_23_kaspdir_downhill,tr_ka_18m_400m_45_kaspdir_downhill,tr_ka_36m_2000m_111_kaspdir_downhill,tr_ka_36m_400m_23_kaspdir_downhill,tr_ka_36m_1600m_89_kaspdir_uphill,tr_ka_36m_800m_45_kaspdir_uphill,tr_ka_18m_100m_11_kaspsdir_across,tr_ka_36m_2000m_111_kaspsdir_across,tr_ka_18m_200m_23_kaspsdir_downhill,tr_ka_36m_2000m_111_kaspsdir_downhill,tr_ka_18m_100m_11_kaspsdir_uphill,tr_ka_18m_200m_23_kaspsdir_uphill,tr_ka_18m_50m_5_kaspsdir_uphill,tr_ka_36m_1600m_89_kaspsdir_uphill,tr_ka_36m_2000m_111_kaspsdir_uphill,tr_ka_18m_50m_5_kaspslpcdir_across,tr_ka_36m_1600m_89_kaspslpcdir_across,tr_ka_18m_400m_45_kaspslpcdir_downhill,tr_ka_18m_50m_5_kaspslpcdir_downhill,tr_ka_36m_1600m_89_kaspslpcdir_downhill,tr_ka_36m_800m_45_kaspslpcdir_downhill,tr_ka_36m_1200m_67_kaspslpele2cdir_across,tr_ka_36m_1600m_89_kaspslpele2cdir_across,tr_ka_18m_100m_11_kaspslpele2cdir_uphill,tr_ka_18m_100m_11_kaspslpele2sdir_across,tr_ka_36m_1200m_67_kaspslpele2sdir_downhill,tr_ka_18m_50m_5_kaspslpele2sdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpcdir_across,tr_ka_36m_1200m_67_kaspslplneleslpcdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpsdir_across,tr_ka_18m_200m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplneleslpsdir_uphill,tr_ka_36m_2000m_111_kaspslplneleslpsdir_uphill,tr_ka_36m_400m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplnele_uphill,tr_ka_36m_1200m_67_kaspslpsdir_across,tr_ka_36m_2000m_111_kaspslpsdir_across,tr_ka_18m_200m_23_kaspslpsdir_uphill,tr_ka_36m_800m_45_kaspslpsdir_uphill,tr_ka_18m_200m_23_kaspslp_downhill,V_P,NV_P,WT_P,MAX_PC1,PC1O,FNF_PO,PC2O,HF_PO,HG_PO,SC_PO,SO_PO,MVALO,PC3O
1036,6016952,1001890,324,2,3,NV,NA,NA,90.631503,3.710264,0,0,0.49,14.8,0,0.7,0.52,124,67,0.031564,3.872273,2.568824,62,0.173267,0.211765,0.017327,0.054455,0.066832,0.005698,0,0.707317,0.529412,0.304161,0.174899,0.702275,2943.756816,2894.775726,3353.398417,0.065052,1.016921,0.798285,3.72,1.68,37.29,0,0,5626471,651175,0.032802,59.966397,69.652423,-31.612468,-46.358401,-1.662917,18.439391,-15.9,4.9,-10.6,16.2,971,3,1,23,0,66,0,58,24.1,364,241,66,12.5,-1,-1,-0.707106,-0.964763,-0.939793,-0.413802,0.558176,316.978061,199.057704,-225,-236.439396,-186.225829,-237.528807,-49.184916,-127.69424,0,0.32652,-0.707106,-0.108447,0,0.125875,0,0.756823,0.829722,-0.394151,0.056524,-0.051172,0.35611,-0.050173,-0.074616,-82570.52789,163316.9762,-812979.609,0,-45623.16073,0,-0.056395,-0.052845,0.072983,0.057118,0.095571,0.159086,0.075866,-0.969174,0.062871,0.020138,0.031005,0.144185,0.085685,0.017934768,9.939008121,0.983401893,9.939008121,NV,NA,NA,NA,NA,NA,NA,NA,NA
1037,6017703,1001974,324,2,3,NV,NA,NA,91.767059,0,0,0,0.11,25,0.29,0.79,0.45,128,70,0.018824,1.40125,1.40125,58,0.637097,0.397727,0.032258,0.169355,0.298387,0,0,0.611765,0.390588,0.075294,0,1.020182,2186.617754,1940.714976,2207.674517,0.004792,1.126707,0.764514,2.81,0.93,37.52,0,0,5625553,650271,2.791775,79.585719,146.883911,-68.192226,-73.934941,0.125264,11.771669,-16,4.8,-10.8,16.2,986,3,1,22,0,57,0,58,24,378,240,57,12.4,0.875238,0.559016,-0.995893,-0.335364,0.189569,0.322606,0.165837,228.471742,260.453806,-185.194428,-202.249023,-211.7202,-201.098318,-15.255118,-60.897348,-0.478719,0.986123,-0.090535,-0.525822,-0.624695,-0.263117,-0.782623,0.263117,0.986123,0.15144,0.051186,-0.081246,-0.078248,-0.015043,0.017048,205260.5289,161216.8654,298901.3198,-186782.0416,-239734.0781,-448972.6568,0.133725,0.258481,0.24049,-0.031341,0.220739,0.801983,0.220917,-2.505273,0.191216,0.192499,-0.033201,0.269522,0.132793,0.00216589,12.69566926,1.41847322,12.69566926,NV,NA,NA,NA,NA,NA,NA,NA,NA
1038,6022646,1002636,398.6255646,1,1,V,F,NA,37.2,20.95082,18.567339,0.004557,1.477083,7.819444,0,8.04,1.88,64,7,0.685547,7.84925,7.575798,18.848115,0.435315,0.039002,0.291521,0.59528,0.692745,0.19784,0.099609,0.788411,0.641276,0.329427,0.41489,0.413538,460.708212,609.623684,1150.273307,0.42804,0.755726,0.528317,8.72,1.42,25.42,0,0,5594823,649177,0.889531,108.486219,116.037183,-68.046983,-75.988129,4.171023,39.548272,-16.1,4.3,-11.6,17.7,1056,2,1,21,0,32,0,64,23.3,432,238,32,14.1,-0.98058,-1,0.910366,0.207504,0.378632,-0.999541,0.98058,323.972626,279.293308,-335.556045,-329.420773,-276.225829,-331.38954,-191.56013,-149.420773,0.196116,0.986874,-0.413802,-0.994102,0.196116,0.588171,0,-0.200396,0.196116,-0.417549,-0.023591,0.166094,0.431778,0.01564,0.055025,-158841.5771,-97865.54265,-1633804.971,328091.2266,-484047.1279,0,-0.200865,-0.321085,0.118693,0.611978,-0.03775,0.058644,0.347254,-1.198031,0.114872,0.113754,0.217378,0.138209,0.344882,23.87149659,0.558166643,0.155646271,23.87149659,V,0.002312188,F,NA,NA,NA,NA,NA,NA
1039,6024583,1002892,324,1,1,V,F,NA,59.844444,8.420171,4.677144,0.010638,0.244346,21.661538,0,7.51,0,86,4,0.555319,9.224732,9.13321,18.428044,0.740417,0,0.116342,0.897781,0.913248,0.173554,0.007447,0.75,0.638298,0.470213,0.46647,0.363819,467.196958,591.134221,1143.372053,0.419836,0.79034,0.503884,15.02,0.93,25.74,0,0,5595111,649807,-0.968208,110.760866,125.600776,-7.136119,-13.849885,-5.465626,44.941355,-16.1,4.4,-11.5,17.7,1040,2,1,21,0,33,0,64,23.4,439,238,33,14,-1,-1,1,0.390549,0.99083,-0.948683,-0.991997,24.443954,280.304846,0,-342.349875,-280.304846,-340.016893,-186.483073,-157.750976,0,0.983869,0,-0.983869,0,0,0,-0.112909,-0.126254,-0.433073,-0.042571,0.296509,0.315922,0.035163,0.227607,-291624.4395,-185258.9003,-2077298.395,0,-620374.1739,0,-0.25243,-0.252534,0.103267,0,-0.038953,-0.033777,-0.352265,-1.623828,0.147429,0.106355,0,0.064078,0.406102,90.35532997,1.387005339,0.04437657,90.35532997,V,0.002338701,F,NA,NA,NA,NA,NA,NA
1040,6043923,1006168,281.1293008,2,3,NV,NA,NA,17.255051,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.090909,0,0.090909,0.272727,0.363636,0,0,0.907828,0.818182,0.652778,0,0,0,0,0,0,0,0,103.03,0.25,2.45,1,2,5593514,648277,-0.341065,129.38205,174.965582,-230.880375,-227.5408,-6.529467,14.561082,-16.1,4.3,-11.6,17.4,1046,2,1,21,0,36,0,64,23.3,427,238,36,13.8,-0.762428,-0.753936,-0.575347,-0.532232,-0.605628,0.852313,-0.52299,232.43622,301.533641,-234.861671,-239.912964,-45,-238.49399,-15.255118,-355.453537,0.645297,0.852319,-0.817467,0.707106,0.645297,0.715315,0.642133,0.263117,0.852319,-0.022258,0.14745,-0.00879,0.000043,-0.012997,-0.01396,731253.9291,566240.8571,-491782.1995,132109.9868,-83292.58647,188899.6614,0.131863,1.392505,0.143463,0.273198,0.339119,0.493275,0.422525,-3.125455,0.116798,0.120609,0.160435,-0.043889,0.010372,0.06759747,19.20989818,0.006698514,19.20989818,NV,NA,NA,NA,NA,NA,NA,NA,NA
1041,6044131,1006214,384.4999847,2,3,NV,NA,NA,14.248031,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.333333,0,0.166667,0.5,0.666667,0,0,0.866142,0.779528,0.629921,0,0,0,0,0,0,0,0,87.02,0.14,0.58,1,1,5593345,648113,-0.000323,157.532716,182.617829,-244.989806,-234.362894,-4.573072,11.44398,-16,4.3,-11.5,17.5,1041,2,1,21,0,32,0,64,23.3,430,238,32,13.8,0.707106,-0.252538,-0.658588,-0.588171,-0.603134,0.93376,0.999893,225,306.268616,-228.792126,-231.280295,-45.187726,-231.875605,-8.584369,-1.292691,0.707106,0.806239,-0.752089,0.709412,0.707106,0.849499,0.707106,0.149257,0.011686,-0.003318,0.153813,-0.004446,0.000195,-0.012273,-0.009054,912391.4733,590952.0549,-202410.8415,60808.02453,-65088.4192,47932.95216,0.258558,2.498392,0.273799,0.436184,0.163235,0.013091,0.07481,-2.879984,0.095439,0.096825,0.220941,-0.027713,0.002462,0.056345909,24.56738526,0.013785093,24.56738526,NV,NA,NA,NA,NA,NA,NA,NA,NA
1042,6044237,1006238,315.7184448,2,3,NV,NA,NA,83.296784,0,0,0,0,0,0.13,0.28,0.23,0,0,0,0,0,0,0.8,0.5625,0.057143,0.171429,0.2,0,0,0.562865,0.378655,0.106725,0,0,0,0,0,0,0,0,5.86,1,23.57,0,0,5593121,648011,0.608017,185.738305,183.806221,-215.3914,-196.73378,-8.162669,46.757544,-16,4.3,-11.5,17.4,1039,2,1,21,0,30,0,64,23.3,440,238,30,13.7,0.690965,0.894427,-0.974316,-0.668486,-0.684541,0.988715,0.999339,169.292003,310.913191,-192.779982,-210.881754,-56.552353,-207.1197,-3.035206,-31.209882,0.711885,0.755693,-0.221001,0.834375,0.743987,0.399456,0.074535,0.052946,-0.036339,0.30354,0.162161,-0.064795,-0.2568,0.028837,-0.025427,750311.9721,649114.6118,1311763.976,1060146.206,-104983.8711,114867.2275,0.724381,2.235492,0.43842,0.932152,0.053877,-0.024857,-1.28519,-2.78343,0.065753,0.069835,0.221198,0.343709,0.188577,0.2179722,0.778552079,0.0053721,0.778552079,NV,NA,NA,NA,NA,NA,NA,NA,NA
1043,6044314,1006255,348.7500916,2,3,NV,NA,NA,84.768879,0,0,0,0,0,0.14,0.45,0.2,103,61,0,0,0,0,0.75,0.296296,0.05,0.466667,0.533333,0,0,0.638902,0.388101,0.050801,0,1.085416,1823.376679,1808.282662,1675.741758,0,1.008347,1.050354,174.6,1.08,28.63,0,0,5593101,648170,-0.065307,182.884925,181.872135,-216.378485,-200.858871,-11.479581,42.783067,-16,4.3,-11.5,17.4,1038,2,1,21,0,30,0,64,23.4,439,238,30,13.8,0.928476,1,-0.981481,-0.696145,-0.758964,0.963796,0.999236,128.32305,309.830575,-169.076369,-188.073711,-48.887909,-190.304846,-2.764803,-37.893636,-0.37139,0.767936,0.189414,0.753424,-0.349481,-0.47072,0,0.048234,0.038605,0.467176,0.166988,-0.093513,-0.4247,-0.021224,-0.027852,833565.0267,663955.3576,1934554.345,-590121.8827,-91878.80712,0,0.550764,1.959779,0.428451,-1.233509,0.050569,0.026317,-2.333104,-2.823264,0.077029,0.084079,-0.276285,0.349238,0.178941,0.000617831,2638.267265,0.160711071,2638.267265,NV,NA,NA,NA,NA,NA,NA,NA,NA
1044,6044610,1006318,367.75,2,3,NV,NA,NA,74.667835,0,0,0,0,0,0.29,0.59,0.53,88,61,0,0,0,0,0.880597,0.53125,0.029851,0.104478,0.134328,0,0,0.517967,0.332165,0.02454,0,1.105646,2221.061772,2105.59627,2012.812121,0,1.054837,0.982153,2.88,0.47,19.69,0,0,5593041,647737,0.214232,191.892845,193.140278,-95.319368,-70.211116,-3.480049,44.789248,-16,4.3,-11.5,17.3,1039,2,1,21,0,23,0,64,23.4,465,238,23,13.6,0.707106,1,-0.672672,-0.603857,-0.633237,0.995893,0.983869,232.305759,85.840357,-227.72631,-252.349875,-70.016893,-250.016893,-349.695153,-10.304846,0.707106,-0.997365,-0.73994,0.939793,0.707106,0.707106,0.447213,-0.178885,-0.178885,0.323201,0.158281,-0.103931,-0.300884,0.081894,-0.079828,868041.9998,712945.5124,981923.9134,833876.1738,-345078.5115,634934.4711,0.976741,1.27542,0.177589,1.186673,-0.146476,-0.058764,2.460304,-2.504484,-0.011679,-0.094233,0.331003,0.134257,0.381478,0.00029565,48.94341308,0.219273069,48.94341308,NV,NA,NA,NA,NA,NA,NA,NA,NA
1045,6045172,1006425,435.375,2,3,NV,NA,NA,133.816742,0,0,0,0,0,0,0.22,0.05,172,109,0,0,0,0,0.415094,0,0.132075,0.396226,0.509434,0,0,0.800905,0.68552,0.459276,0.289436,0.551065,2982.677778,2960.166667,4954.066667,0.248388,1.007605,0.593791,53.1,2.46,24.87,0,0,5593022,649088,-1.455432,121.75504,175.116614,27.203695,22.549217,-18.584395,48.95299,-16,4.4,-11.5,17.6,1040,2,1,21,0,24,0,64,23.4,469,238,24,13.9,0.781309,0.695941,-0.814109,-0.988715,-0.964763,0.603857,0.178885,237.249471,260.706691,-215.480268,-217.437799,-283.29857,-216.027373,-66.644435,-63.434948,0.62042,0.986874,-0.580279,-0.973184,0.707106,-0.190348,0.752167,0.918062,0.983869,0.165037,0.144598,-0.157666,-0.133604,0.047248,-0.234157,506626.5116,675043.5481,1189180.338,686538.062,-137133.076,1028787.789,0.071068,0.367941,0.071068,-1.130768,0.631623,0.290087,1.43714,-2.298378,0.143249,0.133631,-0.167068,0.226055,0.149631,0.044821703,283.9020354,0.180193586,283.9020354,NV,NA,NA,NA,NA,NA,NA,NA,NA
1046,6045235,1006445,263.70755,2,3,NV,NA,NA,83.989831,0,0,0,0,0,0.79,1.04,0.93,113,63,0.277966,1.285244,1.285244,76.987805,0.433333,0.597222,0.129167,0.1875,0.2,0,0,0.481356,0.261017,0.013559,0,1.100573,1237.357627,1294.20452,1130.728249,0,0.956076,1.161264,4.25,1.56,39.89,0,0,5593096,648529,0.247059,152.641905,181.792948,-103.076808,-95.38712,-5.8887,69.545965,-16,4.3,-11.5,17.5,1040,2,1,21,0,26,0,64,23.4,456,238,26,13.8,0.857492,0.707106,-0.939793,-0.843661,-0.952925,0.436273,0.98058,160.016893,292.693794,-160.016893,-102.804266,-295.301378,-100.304846,-15.255118,-43.66778,-0.514495,0.922579,0.341743,-0.904072,-0.707106,-0.633237,-0.707106,0.263117,0.196116,0.330901,0.166087,-0.065318,-0.515756,-0.04525,-0.147442,858396.3199,719857.9469,1533606.66,-1218862.148,-219856.3219,-1497332.85,0.540562,0.503388,0.122855,-3.198305,0.175025,0.090111,1.339245,-2.254504,0.114029,0.132595,-0.514693,0.232801,0.426241,0.000786035,42.52837483,0.087247847,42.52837483,NV,NA,NA,NA,NA,NA,NA,NA,NA
1047,6052716,1007678,324,1,1,V,F,NA,61.396843,18.239517,14.745689,0.015817,1.102271,16.087649,0,9.89,0,63,7,0.554482,10.298035,10.232354,20.013986,0.539676,0,0.129768,0.577378,0.731258,0.168443,0.110721,0.780316,0.665202,0.468366,0.542906,0.296256,380.491074,529.406051,1063.326172,0.472937,0.718713,0.510765,6.94,2.22,27.96,0,0,5594390,648427,1.502801,88.422287,121.966518,-12.645921,-22.760203,17.107788,30.203483,-16.2,4.2,-11.7,17.7,1062,2,1,20,0,24,0,64,23.3,459,238,24,14.1,-0.37139,0,0.536875,0.120331,0.255572,0.413802,-0.175722,239.420773,280.12093,-302.471192,-302.471192,-268.958373,-305.380795,-72.349875,-59.420773,0.928476,0.984416,-0.843661,-0.999834,1,0.983869,1,0.952925,0.984416,0,0.044331,0.167255,0.236749,0.000609,0.065081,-619296.4357,203098.0041,0,903488.3182,-859300.5278,1138853.864,-0.104874,0.076526,0.039126,0.238953,0.303671,0.468164,0.128129,-1.563147,-0.032036,0.155706,0.174944,0.119035,0.350181,98.68217149,0.614280845,0.078544871,98.68217149,V,0.000998876,F,NA,NA,NA,NA,NA,NA
1048,6060418,1009105,339.4668732,1,1,V,F,NA,31.33042,11.424652,19.5414,0.002246,0.93849,8.46875,0.01,10.8,2.01,52,5,0.666168,8.674933,8.661578,15.127891,0.575407,0.037534,0.117183,0.32475,0.487126,0.231221,0.047156,0.726048,0.592066,0.344311,0.53008,0.307121,425.015527,575.715729,1078.82191,0.434759,0.738239,0.543939,8.48,2.17,17.93,0,0,5594499,649033,0.233093,79.260691,111.402747,-114.61947,-126.527786,2.352048,19.625823,-16.1,4.3,-11.6,17.7,1057,2,1,21,0,36,0,64,23.3,426,238,36,14,-0.196116,-0.447213,0.843661,0.060495,0.221621,-0.957024,0.760231,272.602562,267.917434,-327.528807,-296.565051,-266.877869,-294.443954,-7.765166,-167.195733,0.98058,0.999339,-0.536875,-0.998515,0.98058,1,0.894427,0.135113,0.649652,-0.093083,0.039817,0.065849,0.190128,-0.001662,0.024111,-414124.4349,158435.7796,-187679.7527,792623.1273,-351301.4982,753694.6744,0.025092,-0.524034,0.138009,0.546799,0.055209,0.181707,0.392794,-1.762039,0.034692,0.113104,0.268286,0.06025,0.195366,68.43496643,0.390455531,0.023733799,68.43496643,V,0.003549354,F,NA,NA,NA,NA,NA,NA
1049,6072167,1011963,258.0833588,1,1,V,F,NA,147.717687,17.147343,17.977535,0.157895,1.471261,61.489736,8.39,20.02,0.16,182,28,0.854489,18.131069,16.658,99.723077,0.863248,0.669674,0.052503,0.360195,0.893773,0.055096,0.718266,0.56192,0.394737,0.185759,0.633159,0.22462,337.945001,492.469554,1275.271375,0.58103,0.686225,0.400747,93.51,0.59,2.91,0,0,5723922,653321,0.048957,20.311171,24.320396,43.384164,46.863913,0.376533,1.570191,-15.3,5.2,-9,16.9,830,5,2,25,31,65,7,54,24,390,241,103,12.9,-0.881154,-0.447213,0.718051,-0.980112,-0.99171,-0.207504,-0.246467,253.14821,190.639875,-315.90877,-220.306524,-181.735585,-221.278928,-100.304846,-106.053453,-0.2192,0.184629,-0.695628,-0.030286,0.464077,0.995893,0.964809,0.983869,0.968847,-0.002217,-0.006716,-0.051996,-0.000129,-0.065256,-0.093478,31192.43088,-12755.62872,-1878.36418,-2478.147416,-29050.5722,6851.089886,0.003779,-0.000051,0.000969,0.00012,0.000221,0.000234,0.000091,-0.040371,0.003888,0.002956,0.004078,0.005621,0.059538,145196.0123,0.220727385,0.02935916,145196.0123,V,1.96682E-05,F,NA,NA,NA,NA,NA,NA
1050,6074450,1012618,324,2,3,NV,NA,NA,4.257143,0,0,0,0,0,0,0.08,0.01,0,0,0,0,0,0,0.333333,0,0.125,0.416667,0.5,0,0,0.828571,0.714286,0.504762,0,0,0,0,0,0,0,0,103.29,0.66,3,1,2,5726924,652189,0.007858,15.067643,31.798827,-4.33035,-6.490159,-1.272643,2.136291,-15.4,5.7,-9.1,16.9,843,4,2,26,38,66,9,53,24.4,389,244,113,12.9,-0.523932,0.094376,0.854195,-0.866622,-0.995893,0.207504,0.054464,223.712333,265.840357,-328.716725,-225,-199.057704,-225,-6.483073,-97.765166,0.32436,0.997365,-0.519022,-0.32652,0.284642,0.658336,0.025574,0.112909,0.998515,-0.000543,0.046396,-0.008734,0.000395,-0.026537,-0.030092,31282.4659,75119.51598,-42977.08739,15501.45457,-22470.57663,-918.050847,0.002754,0.003931,0.00466,0.001952,0.003515,0.03107,0.00418,-0.471798,0.016979,0.039973,0.013407,0.042479,0.011352,0.769120306,2.979329341,0.004009023,2.979329341,NV,NA,NA,NA,NA,NA,NA,NA,NA
1051,6074614,1012661,321.624588,2,3,NV,NA,NA,69.571429,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0.428571,0,0.142857,0.571429,0.714286,0,0,0.809524,0.67619,0.447619,0,0,0,0,0,0,0,0,104.64,0.2,0.96,1,1,5726891,652311,-0.049816,14.395121,32.020218,-3.566461,-5.619221,-0.559648,1.565999,-15.4,5.7,-9.1,16.9,842,4,2,26,39,66,9,53,24.4,388,244,114,12.9,0.973137,0,0.985587,-0.856829,-0.672672,0.090535,0.075107,230.710593,265.692531,-350.425213,-230.710593,-196.082325,-230.273415,-0.185993,-76.170185,0.221155,0.997155,-0.166264,-0.277013,0.221155,0.359785,-1,0.003245,0.997155,0,0.047842,-0.01134,-0.000223,-0.026958,-0.01486,5330.787471,77472.27993,56262.03937,6177.158156,-23428.42582,-54806.59086,0.002005,0.002022,0.004456,0.00108,0.00011,0.023571,-0.000773,-0.494092,0.036211,0.035718,0.007373,0.031935,0.017548,5.536168873,2.088309644,0.00585816,5.536168873,V,NA,NA,NA,NA,NA,NA,NA,NA
1052,6077614,1013447,324,1,1,V,F,NA,208.436782,6.55741,12.694938,0.228279,0.504174,97.908482,12.08,0.34,0.24,80,13,0.863714,17.955621,5.179167,32,0.94058,0.869414,0.951208,0.958454,0.960386,0.059025,0.780239,0.519591,0.349233,0.158433,0.676597,0.192892,421.32071,607.521893,2167.427219,0.674498,0.693507,0.27547,155.89,3.82,17.99,0,0,5724369,652417,0.466673,23.936409,29.455247,17.107227,20.506149,-3.168648,16.263411,-15.3,5.2,-9,16.9,832,5,2,25,32,64,7,53,24,390,242,103,12.9,0.857492,0.707106,-0.478852,-0.785491,-0.478852,-0.090535,-0.054464,247.750976,200.897765,-241.38954,-229.184916,-199.057704,-230.710593,-92.602562,-87.397437,-0.514495,0.356701,-0.877895,-0.32652,-0.196116,0.090535,-0.447213,0.998968,0.998515,0.06536,0.016295,-0.04703,-0.052111,-0.036095,-0.028632,18654.62533,29994.28931,427674.9014,-119700.6461,-48682.80935,-122406.0761,0.004055,-0.000547,0.008922,0.012536,0.004114,0.00278,0.036013,-0.17235,0.023889,0.006577,0.012544,0.038685,0.099911,16660.20496,0.164713579,6.820377836,16660.20496,V,4.70728E-06,F,NA,NA,NA,NA,NA,NA
1053,6081148,1014305,375.5,2,3,NV,NA,NA,42.815126,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.5,0,0.166667,0.666667,0.833333,0,0,0.840336,0.756303,0.596639,0,0,0,0,0,0,0,0,103.82,0.21,0.95,1,1,5726781,652580,-0.023628,13.855819,33.342632,-5.912975,-7.539128,-0.331106,2.688981,-15.4,5.7,-9.1,16.9,842,4,2,26,39,66,9,53,24.4,388,244,114,12.9,-0.928476,-1,0.877895,-0.957024,-0.73994,0.998168,0.801745,212.471192,216.702855,-331.38954,-300.579226,-198.12186,-302.471192,-12.804266,-17.650124,0.37139,0.597665,-0.478852,-0.311039,0.196116,0.995893,-0.707106,0.221621,0.597665,-0.006829,0.046053,0.012973,0.012094,-0.026755,-0.01763,57275.13182,74258.7205,-60525.27084,21693.99888,-13697.10873,-18105.7245,0.003877,0.018248,0.002114,0.004908,0.007302,0.005704,0.000966,-0.48527,0.01184,0.015947,0.026153,0.008629,0.028353,2.662149153,5.183657735,0.005858491,5.183657735,NV,NA,NA,NA,NA,NA,NA,NA,NA
1054,6108174,1020774,324,1,1,V,F,NA,157.120773,9.1238,7.914214,0.021898,1.024714,67.071429,0.01,5.88,0.18,166,37,0.616788,7.903373,6.357458,97.762712,0.651745,0.007396,0.291639,0.663594,0.790652,0.2,0.021898,0.748175,0.627737,0.39781,0.560556,0.281594,349.805814,519.136047,1172.160465,0.540324,0.673823,0.433388,15.95,1.55,7.92,0,0,5722821,654775,-0.28409,21.113232,26.685623,10.751984,14.037383,-1.825547,4.979558,-15.3,5.4,-9,16.9,834,4,2,26,35,69,8,54,24.2,386,243,112,12.9,-0.514495,-0.447213,0.773957,0.855197,0.983869,-0.588171,-0.514495,2.602562,301.7202,-39.289406,-2.602562,-240.59281,-5.194428,-124.286876,-180,-0.857492,0.850594,0.633237,-0.871152,-0.857492,-0.090535,-0.447213,0.826227,0.857492,-0.038221,-0.013232,0.042581,0.024743,0.014008,0.040178,-27759.46454,-23272.19832,-58876.54711,-82785.32528,-29455.90413,-94797.36013,-0.014878,-0.003053,0.002705,-0.00597,0.002984,0.002562,-0.008384,-0.161152,0.016802,0.018128,-0.00867,0,0.031989,13503.11466,0.041840257,0.156864451,13503.11466,V,0.001519125,F,NA,NA,NA,NA,NA,NA
1055,6108413,1020856,330.4999237,2,3,NV,NA,NA,5.820896,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.470588,0,0.352941,0.823529,0.941176,0,0,0.850746,0.776119,0.537313,0,0,0,0,0,0,0,0,90.17,2.32,12.63,1,3,5719530,652369,-0.752723,7.61553,16.837136,-18.355294,-21.021556,-2.06247,2.88685,-15.3,5.5,-9,16.9,835,4,2,26,37,71,9,53,24.2,383,243,117,12.9,-0.887914,-0.954754,-0.402426,-0.457956,-0.478852,0.316227,0.73994,350.783588,222.83892,-245.842486,-248.722083,-257.691984,-250.016893,-276.483073,-292.249023,-0.453165,0.679939,-0.897894,-0.977015,-0.453165,-0.38292,0,-0.993605,0.672672,-0.024036,0.001932,-0.001249,0.003671,-0.000599,-0.001037,16726.95113,3222.575076,-65815.603,-8279.157497,-3294.660389,0,0.000239,0.012467,-0.000585,-0.023044,-0.013666,0.005023,0.010669,-0.313887,-0.030099,0.011181,-0.035069,-0.029107,0.002146,0.448493484,8.180390076,0.005829471,8.180390076,NV,NA,NA,NA,NA,NA,NA,NA,NA
1056,6108817,1020983,504.5779419,1,2,V,NF,NA,38.289474,3.111875,0,0.002268,0.4432,15.6,0,0.23,0.07,41,17,0.117914,3.778077,2.799697,30.060606,0.038633,0.002762,0.472511,0.514116,0.521545,0.029979,0,0.938776,0.895692,0.453515,0.482002,0.349526,432.79,608.756667,1436.48,0.536942,0.710941,0.398228,93.22,0.63,3.09,1,2,5718159,654361,0.00184,24.429544,28.740035,4.98449,9.07722,-0.35645,2.422606,-15.2,5.4,-9,17,833,4,2,26,34,71,9,54,24.2,383,243,114,13.1,0.780868,0.707106,-0.910366,-0.030289,0.413802,0.090535,0.32652,53.972626,109.057704,-155.556045,-169.695153,-193.29857,-169.695153,-279.039482,-277.765166,-0.624695,-0.94519,0.413802,-0.230025,-0.624695,0.707106,-0.707106,-0.98758,-0.94519,0.002805,0.003961,-0.003764,-0.002572,-0.004543,0.016074,5978.799512,7105.758013,14948.36751,-7200.525808,62622.33035,-5452.010526,-0.003082,0.000987,-0.016955,0.021863,-0.004442,-0.0025,-0.032578,-0.179973,-0.036661,-0.017923,0.046337,-0.061408,0.002574,59.91621731,0.107920196,0.471866866,59.91621731,V,0.871400846,NF,NA,NA,NA,NA,NA,NA
