MYID,id_l2,id_l1,shape_area,AC1,AC2,AC1N,AC2N,ALC_3,o_imean,f_hstd,i_hstd,i_prop,l_hmean,l_imean,fh20,lh80,lh50,hawi95,hawi5,fvege,fhmean,lhmean,limean,fhr_80_99,fhr_30_95,fl_95_95_99,fl_95_70_99,fl_95_60_99,height_d2,density4,fd40,fd20,fd1,m_ndvi,m_red_nir,a_red,a_grn,a_nir,a_ndvi,a_red_grn,a_blu_nir,aspect_std,slope_std,slope_max,wt_min,wt_max,utmnorth,utmeast,tr_te_tpi_18,sd_18m_101,sd_36m_87,mean_36m_97,mean_36m_111,tr_tp_6m_125m_41_mean_diff,tr_tp_6m_175m_59_sd,tmin_wt,tmin_sm,tave_wt,rad_sp,dd_0_wt,dd5_wt,dd18_at,nffd_at,cmd_sp,cmd_sm,cmd_at,rh_sp,td,msp,effp,cmd,mar,tr_ka_18m_100m_11_kaspcdir_across,tr_ka_18m_50m_5_kaspcdir_across,tr_ka_18m_200m_23_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_downhill,tr_ka_36m_800m_45_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_uphill,tr_ka_36m_2000m_111_kaspcdir_uphill,tr_ka_18m_400m_45_kaspdir_across,tr_ka_36m_2000m_111_kaspdir_across,tr_ka_18m_200m_23_kaspdir_downhill,tr_ka_18m_400m_45_kaspdir_downhill,tr_ka_36m_2000m_111_kaspdir_downhill,tr_ka_36m_400m_23_kaspdir_downhill,tr_ka_36m_1600m_89_kaspdir_uphill,tr_ka_36m_800m_45_kaspdir_uphill,tr_ka_18m_100m_11_kaspsdir_across,tr_ka_36m_2000m_111_kaspsdir_across,tr_ka_18m_200m_23_kaspsdir_downhill,tr_ka_36m_2000m_111_kaspsdir_downhill,tr_ka_18m_100m_11_kaspsdir_uphill,tr_ka_18m_200m_23_kaspsdir_uphill,tr_ka_18m_50m_5_kaspsdir_uphill,tr_ka_36m_1600m_89_kaspsdir_uphill,tr_ka_36m_2000m_111_kaspsdir_uphill,tr_ka_18m_50m_5_kaspslpcdir_across,tr_ka_36m_1600m_89_kaspslpcdir_across,tr_ka_18m_400m_45_kaspslpcdir_downhill,tr_ka_18m_50m_5_kaspslpcdir_downhill,tr_ka_36m_1600m_89_kaspslpcdir_downhill,tr_ka_36m_800m_45_kaspslpcdir_downhill,tr_ka_36m_1200m_67_kaspslpele2cdir_across,tr_ka_36m_1600m_89_kaspslpele2cdir_across,tr_ka_18m_100m_11_kaspslpele2cdir_uphill,tr_ka_18m_100m_11_kaspslpele2sdir_across,tr_ka_36m_1200m_67_kaspslpele2sdir_downhill,tr_ka_18m_50m_5_kaspslpele2sdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpcdir_across,tr_ka_36m_1200m_67_kaspslplneleslpcdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpsdir_across,tr_ka_18m_200m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplneleslpsdir_uphill,tr_ka_36m_2000m_111_kaspslplneleslpsdir_uphill,tr_ka_36m_400m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplnele_uphill,tr_ka_36m_1200m_67_kaspslpsdir_across,tr_ka_36m_2000m_111_kaspslpsdir_across,tr_ka_18m_200m_23_kaspslpsdir_uphill,tr_ka_36m_800m_45_kaspslpsdir_uphill,tr_ka_18m_200m_23_kaspslp_downhill,V_P,NV_P,WT_P,MAX_PC1,PC1O,FNF_PO,PC2O,HF_PO,HG_PO,SC_PO,SO_PO,MVALO,PC3O
1016,5956140,993264,500.8397675,2,3,NV,NA,NA,108.205674,0,0,0,0,0,0.16,0.37,0.27,255,72,0.007092,1.103333,1.103333,177,0.389474,0.328125,0.210526,0.326316,0.357895,0,0,0.621749,0.420804,0.153664,0,1.014816,2906.676471,2263.805882,2816.788235,0,1.283978,0.648603,23.41,3.44,48.88,0,0,5629711,648441,2.687217,167.429915,168.362234,135.660023,135.328304,1.06101,68.652021,-16.3,4.6,-11.1,16.3,1012,2,1,21,0,36,0,59,23.8,413,238,36,12.5,-0.857492,-0.856963,0.910366,0.978234,1,-0.899814,-0.910366,354.805571,335.556045,-24.443954,-22.249023,-283.29857,-24.443954,-154.486129,-155.556045,-0.514495,0.413802,0.413802,-0.973184,-0.602655,-0.178885,-0.499192,0.430729,0.413802,-0.511421,-0.157193,0.514178,0.640049,0.073035,0.423758,-843261.6545,-622827.7861,-1818280.014,-1228378.37,-226437.3755,-1124228.692,-0.574002,-0.411998,0.26091,-0.822699,0.11701,0.07195,0.21804,-1.436505,0.103189,0.057933,-0.139198,0.154138,0.613795,9.75344E-05,1533.933102,0.354241626,1533.933102,NV,NA,NA,NA,NA,NA,NA,NA,NA
1017,5972733,995651,500,1,1,V,F,NA,110.784,39.386203,22.231616,0.030488,2.803415,46.170732,0.19,17.53,3.03,177,30,0.762195,13.92344,13.186837,71.704082,0.777304,0.117671,0.145624,0.426026,0.663439,0.133333,0.396341,0.70122,0.567073,0.280488,0.439847,0.389037,443.707946,584.296349,1078.457409,0.417004,0.759389,0.565247,28.81,4.02,19.28,0,4,5630337,649321,-0.560944,104.891363,163.538809,-16.52706,-12.104169,-3.488048,17.124668,-16.1,4.9,-10.8,16.4,986,3,1,22,0,54,0,58,24.1,381,240,54,12.8,0,0.447213,0.263117,0.478852,0.447213,-0.060495,-0.588171,262.234833,306.027373,-285.255118,-275.194428,-291.801409,-270,-118.610459,-77.195733,1,0.808736,-0.964763,-0.928476,0.98058,0.707106,0.894427,0.877895,0.808736,0.051087,-0.087826,0.011312,0.039418,0.038898,0.053964,-49697.72756,-289104.4631,131082.0547,518798.1735,-295579.4448,551337.2339,0.076302,-0.087286,0.419662,0.173615,0.498068,0.18105,0.402478,-2.063261,0.249109,0.096936,0.127918,0.369075,0.126694,48.52417443,2.184380638,0.291454549,48.52417443,V,0.001954704,F,NA,NA,NA,NA,NA,NA
1018,5974326,995871,244.4998474,2,3,NV,NA,NA,147.104283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54,1.3,39.09,0,0,5630153,648206,1.011246,167.7628,172.888123,261.519588,272.211772,-2.88371,64.067054,-16.4,4.5,-11.3,16.4,1029,2,1,20,0,20,0,59,23.7,443,237,20,12.6,-0.98058,-1,0.90546,0.998168,0.975132,-0.920581,-0.928476,346.238632,337.306205,-24.443137,-27.295554,-275.194428,-28.610459,-156.644435,-157.750976,-0.196116,0.385806,0.411433,-0.995893,-0.196116,-0.090535,-0.287494,0.396436,0.37139,-0.715678,-0.169278,0.477717,0.753727,0.276958,0.532251,-946668.217,-780535.7062,-3242968.773,-635177.4195,-114924.9708,-826666.5681,-0.545948,-0.158649,0.223342,-0.329562,0.041437,0.022191,0.53727,-0.895496,0.080878,0.054637,-0.062355,0.08272,0.60555,1.030162504,3.023848942,0.001268931,3.023848942,NV,NA,NA,NA,NA,NA,NA,NA,NA
1019,5977855,996464,458.5001221,2,3,NV,NA,NA,94.246667,0,0,0,0,0,0,0.24,0.03,153,105,0.006667,1.56,1.56,105,0.358209,0,0.074627,0.358209,0.447761,0,0,0.84,0.74,0.493333,0,1.394853,1420.5,1485.15,962.9,0,0.956469,1.411621,122.42,2.71,12.49,0,4,5629182,647972,-1.239784,121.256594,158.500942,-214.260267,-224.468373,-5.043195,10.271104,-16,4.9,-10.7,16,978,3,1,23,0,70,0,58,24.1,354,240,70,12.2,-0.780868,-0.894427,0.413802,0.603857,0.672672,-0.988715,-0.994102,349.695153,214.640947,-294.443954,-304.286876,-289.983106,-302.471192,-178.698047,-210.579226,-0.624695,0.568431,-0.910366,-0.939793,-0.707106,-0.707106,0.447213,0.022721,0.108447,-0.043218,0.069773,0.006362,0,0.005751,0.006616,-339331.1168,192582.6658,-212487.447,-91219.56889,-22525.44449,154088.4896,-0.12138,-1.999611,0.049655,-0.15062,0.033686,0.099219,-0.39734,-3.31573,-0.00745,0.065978,-0.119846,-0.238381,0.013071,0.000302094,3758.954522,0.082938801,3758.954522,NV,NA,NA,NA,NA,NA,NA,NA,NA
1020,5978351,996558,324,2,3,NV,NA,NA,61.766667,0,0,0,0,0,0,0.16,0.05,121,37,0.04,1.38,1.38,61.333333,0.100629,0,0.100629,0.163522,0.18239,0,0,0.883333,0.733333,0.436667,0,1.133439,2499.723077,2303.892308,2212.784615,0,1.085,0.942273,147.6,2.48,8.51,0,4,5628902,651142,-0.161399,19.50264,70.344598,-77.396965,-96.439566,-1.674007,3.594162,-15.8,5.1,-10.5,16.2,958,3,1,24,0,76,2,57,24.3,349,242,78,12.5,-0.624695,0.707106,-0.263117,-0.728848,-0.791285,0.263117,0.311039,250.016893,71.878139,-254.744881,-235.713123,-231.981057,-237.528807,-289.983106,-135,0.780868,-0.950397,-0.964763,-0.787807,0.857492,0.995893,-0.447213,-0.939793,-0.950397,0.011814,0.056131,-0.00653,-0.010352,-0.005966,-0.00862,-122785.8541,145916.9795,-100922.9366,62059.79307,-16713.68055,-38835.23134,-0.002342,0.047001,0.002342,0.042049,-0.296674,-0.352496,0.016992,-1.526903,0.018606,-0.071489,0.075302,0.032295,0.012722,0.000598298,1016.611162,0.302974701,1016.611162,NV,NA,NA,NA,NA,NA,NA,NA,NA
1021,5978653,996615,368.0641479,2,3,NV,NA,NA,68.205128,0,0,0,0.265,48.75,0,0.11,0,205,131,0.008547,1.26,1.16,156.5,0.129412,0,0.376471,0.611765,0.647059,0,0,0.923077,0.846154,0.632479,0,1.471789,1312.314286,1299.914286,859.871429,0,1.009539,1.367596,74.51,3.8,17.32,0,4,5628720,648535,-1.983989,106.579613,156.252195,-181.437204,-196.497492,-12.206636,19.078802,-16,4.9,-10.7,16,979,3,1,23,0,67,0,58,24.1,353,240,67,12.2,0.196116,0.707106,0.672672,0.290007,0.413802,-0.999541,-0.964763,34.286876,234.659893,-312.273689,-312.273689,-279.293308,-309.289406,-170.960517,-22.249023,0.98058,0.815732,-0.73994,-0.986874,0.98058,-0.707106,0.707106,0.157115,0.263117,0.114428,0.081474,0.00633,0.014391,0.002958,0.007128,232732.815,223481.7521,199711.0431,501631.7246,-42523.77425,647144.0148,0.0492,-1.20597,0.0492,-0.379685,0.158573,0.209965,-0.522777,-2.735159,0.093332,0.100566,-0.190351,0.163589,0.011405,5.12262E-05,2472.712166,0.900109337,2472.712166,NV,NA,NA,NA,NA,NA,NA,NA,NA
1022,5978751,996635,440.75,2,3,NV,NA,NA,20.916667,0,0,0,0,0,0,0.03,0,64,64,0,0,0,0,0.069767,0,0.046512,0.116279,0.139535,0,0,0.908333,0.8,0.583333,0,1.317353,1300.666667,1298.166667,987.333333,0,1.001926,1.213201,130.56,0.87,4.27,1,3,5628627,650923,-0.186174,25.054681,67.006485,-71.898733,-89.589559,-3.24527,5.856938,-15.8,5,-10.5,16.2,960,3,1,24,0,74,2,57,24.2,349,242,76,12.5,-0.647766,0.989442,-0.93685,-0.829719,-0.653486,0.837795,0.157978,254.532957,94.262509,-200.429191,-225.767347,-228.24431,-222.214498,-17.531113,-359.739743,0.74183,-0.997154,-0.348949,-0.745987,0.869801,0.985482,0.428481,0.301217,-0.987416,0.021282,0.0627,-0.006654,-0.018352,-0.00683,-0.006624,148072.7982,163796.1714,-124108.2231,78713.99615,-15839.70961,27119.68162,0.021505,0.096747,-0.000087,0.067279,0.067418,-0.30984,0.026327,-1.285852,0.036991,-0.062607,0.094729,-0.000539,0.012709,0.000754888,221.1298567,0.367159376,221.1298567,NV,NA,NA,NA,NA,NA,NA,NA,NA
1023,5978869,996664,419.4053998,2,3,NV,NA,NA,43.665116,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.294118,0,0.117647,0.411765,0.529412,0,0,0.869767,0.790698,0.64186,0,0,0,0,0,0,0,0,75.66,2.08,9.78,1,3,5628445,648809,-0.557832,99.393121,139.984232,-170.138228,-186.259234,-10.301115,18.263715,-16,4.9,-10.7,16.1,978,3,1,23,0,67,0,58,24.1,351,241,67,12.3,0.605651,-0.934016,0.605071,-0.007572,0.167942,0.513467,0.487972,219.072638,240.791993,-307.250635,-287.051372,-267.657543,-288.801109,-59.664467,-52.722476,0.733852,0.872838,-0.795694,-0.999133,0.623177,0.460106,-0.447213,0.863059,0.872838,-0.05968,0.075856,0.00344,0.008301,-0.000383,0.002158,231613.357,205723.7805,474992.066,116494.5913,-36894.29803,-160584.7068,0.076265,0.487964,0.100365,0.285609,0.605947,0.544957,0.77648,-2.280199,0.144785,0.127429,0.132462,0.275379,0.008213,0.132038653,12.77024727,0.007409578,12.77024727,NV,NA,NA,NA,NA,NA,NA,NA,NA
1024,5979734,996838,530.2443848,2,3,NV,NA,NA,85.090909,0,0,0,0,0,0,0.39,0.11,229,102,0,0,0,0,0.549296,0.017241,0.15493,0.43662,0.549296,0,0,0.772727,0.643939,0.356061,0.086966,0.839984,1269.517483,1230.496503,1090.944056,0,1.031712,1.040697,120.81,3.33,14.29,1,4,5628322,649213,-0.412234,70.714132,116.558055,-144.191211,-162.799718,-2.280835,11.385298,-15.9,4.9,-10.7,16.2,975,3,1,23,0,70,0,58,24.1,350,241,70,12.4,0.634108,-0.101015,-0.077602,-0.116074,-0.128744,0.369956,0.37345,239.150492,248.071106,-265.547632,-272.972828,-252.013276,-270.742061,-69.853805,-67.437414,0.746174,0.927634,-0.996479,-0.951112,0.738731,0.588171,0.92103,0.938794,0.927634,-0.001842,0.057839,0.000674,-0.002063,-0.001876,-0.001747,161422.7594,155877.2935,85698.26097,49213.54693,-36252.24827,113106.0728,0.083303,0.277327,0.200685,0.190424,0.731933,0.564808,0.463874,-2.402451,0.150446,0.139192,0.122921,0.315738,0.014892,0.003506899,858.6612344,0.135237598,858.6612344,NV,NA,NA,NA,NA,NA,NA,NA,NA
1025,5979789,996845,326.25,2,3,NV,NA,NA,82.62766,0,0,0,0,0,0,0.16,0.03,175,175,0,0,0,0,0.457143,0,0.228571,0.514286,0.6,0,0,0.797872,0.680851,0.430851,0,1.388355,1220.363636,1227.727273,879,0,0.994002,1.278622,117.41,1.69,6.98,1,3,5628322,649504,-0.10609,58.072535,103.89235,-124.259884,-140.82331,-4.461477,7.426492,-15.9,4.9,-10.6,16.3,972,3,1,23,0,71,1,58,24.2,350,241,72,12.6,-0.884111,-0.824182,-0.263117,-0.097984,-0.221621,0.309672,0.295306,230.812374,252.824096,-254.744881,-252.955608,-240.203669,-253.562884,-71.468936,-72.349875,0.460831,0.955402,-0.964763,-0.867737,0.218025,0.272244,0.544673,0.948114,0.955402,-0.019554,0.04426,-0.003944,0.001946,-0.004896,-0.003058,112324.1871,118693.1733,-435802.7288,91608.03535,-38891.91206,59130.27923,0.032647,0.168011,0.102606,0.028138,0.491892,0.59572,-0.015505,-1.959526,0.128568,0.144973,0.032162,0.233215,0.012923,0.001217596,1294.168506,0.348935685,1294.168506,NV,NA,NA,NA,NA,NA,NA,NA,NA
1026,5982384,997298,299.1248932,1,2,V,NF,SC,141.558296,0,0,0,0,53,0,0.01,0,165,28,0.09417,2.070714,2.070714,56.809524,0.003559,0,0.604982,0.718861,0.718861,0,0,0.950673,0.928251,0.865471,0.654193,0.209049,617.380165,795.987603,3045.952479,0.662941,0.775615,0.2267,59.5,0.39,1.92,1,2,5629041,650617,-0.089472,35.81829,65.651329,-58.730338,-79.164455,-1.481502,3.700964,-15.9,5,-10.5,16.3,963,3,1,23,0,73,1,57,24.2,351,241,74,12.6,-0.624695,-0.707106,0.588171,-0.498964,-0.090535,-0.149805,-0.399944,307.69424,243.019769,-306.027373,-296.565051,-238.276397,-298.610459,-124.286876,-112.249023,0.780868,0.891163,-0.808736,-0.850594,0.780868,0.939793,0.707106,0.826227,0.916539,-0.011299,-0.04601,0.016015,0,-0.008243,-0.002656,-33612.55087,-122376.545,-59097.74034,32413.38122,-48164.54979,61708.32001,-0.008786,-0.024714,0.027614,0.007631,0.100428,0.214236,0.061229,-0.948208,0.083407,0.050652,0.031139,0.092171,0.037556,1404.269669,0.163899223,4.346902171,1404.269669,V,0.92762711,NF,0.001882637,0.665196788,38.57381407,3.144139609,38.57381407,SC
1027,5987385,998116,324,1,2,V,NF,SC,134.150515,0,0,0,0,0,0,0,0,142,50,0.053608,1.327692,1.327692,71.576923,0,0,0.466216,0.736486,0.736486,0,0,0.94433,0.915464,0.826804,0.63573,0.222696,612.756098,830.482927,2761.960976,0.636855,0.737831,0.253002,10.3,1.53,9.03,0,4,5629689,651336,0.384778,54.772869,80.091075,-78.619997,-97.266153,2.238524,7.977179,-15.9,5,-10.5,16.5,963,3,1,23,0,75,1,57,24.1,349,241,76,12.9,-0.403191,-0.707106,-0.090535,-0.413802,-0.135113,-0.930408,0.072535,326.116608,128.018942,-264.805571,-249.513356,-244.698621,-259.695153,-310.060784,-147.528807,0.912702,-0.787807,-0.995893,-0.904072,0.723498,0.707106,0.707106,-0.765362,-0.997365,-0.042274,-0.040457,-0.017207,0.068099,-0.007371,-0.003964,-190392.8797,-106019.3786,-23801.16932,185891.6999,-49237.27826,43123.73038,-0.054349,-0.158221,0.034585,0.027851,-0.133473,-0.338364,0.083835,-1.135192,0.028621,-0.043115,0.05159,0.094698,0.082145,262.6654454,0.287431737,0.269771298,262.6654454,V,0.981488222,NF,0.039058251,0.567007974,45.88241787,1.002662809,45.88241787,SC
1028,5988011,998204,235.75,2,3,NV,NA,NA,62.774194,1.677873,0,0,0.6625,17.5,0,0.62,0.15,149,37,0.137778,3.144516,2.4704,28.2,0.144124,0,0.403548,0.700665,0.722838,0.008584,0,0.902222,0.804444,0.444444,0,1.230191,1419.412634,1427.413978,1022.361559,0,0.994395,1.285987,112.48,3.26,12.61,1,4,5628501,650329,-2.04509,39.847856,79.692081,-76.206613,-92.602306,-7.209999,6.868844,-15.9,5,-10.6,16.3,966,3,1,23,0,73,1,57,24.2,349,241,74,12.6,-0.984111,-1,0.568295,-0.475052,-0.441138,0.999916,-0.656101,285.255118,311.0036,-304.678843,-270.473193,-230.825065,-275.194428,-125.006516,-125.710919,-0.160458,0.754662,-0.82131,-0.775213,-0.196116,0.968237,0,0.819072,0.754662,-0.195199,-0.045526,0.000239,0.010118,-0.007099,-0.006905,231661.1856,-120598.8047,-461942.4309,-37117.56487,-32708.58631,0,-0.017166,0.323167,0.031472,0.035396,0.153644,0.172436,0.009601,-1.177777,0.012793,0.058315,0.067603,0.104858,0.012669,0.001543275,663.5330536,0.888185802,663.5330536,NV,NA,NA,NA,NA,NA,NA,NA,NA
1029,5990865,998585,429.1500244,1,1,V,F,NA,89.158192,2.469626,0.450069,0.011799,0.305342,26.900621,0.29,8.35,0.15,99,13,0.728614,8.224372,8.645824,46.076923,0.814136,0.429268,0.062827,0.861257,0.867365,0.412698,0,0.619469,0.469027,0.277286,0.409376,0.419068,613.128745,750.395142,1523.48475,0.426074,0.817075,0.446592,6.93,1.3,14.3,0,0,5631237,651283,0.736423,109.18638,135.458359,-22.578517,-22.758159,5.789903,32.02636,-15.9,5,-10.6,16.8,965,3,1,23,0,60,0,57,24.1,382,240,60,13.2,-0.707106,-0.707106,0.73994,0.930408,0.925546,-0.920581,-0.977015,15.255118,12.308015,-42.273689,-7.765166,-273.12213,-10.304846,-197.650124,-210.579226,-0.707106,-0.213167,0.672672,-0.998515,-0.707106,-0.633237,-0.707106,-0.303203,-0.213167,-0.119287,-0.148417,0.324937,0.160858,0.02716,0.150765,-425328.3251,-459996.0392,-357011.6966,-443356.9082,-136153.208,-240754.4073,-0.181974,-0.507029,0.016543,-0.260399,-0.135913,-0.068823,-0.297247,-1.830298,-0.058219,-0.028949,-0.148543,-0.149129,0.343197,2197.22334,0.702596212,0.01654478,2197.22334,V,0.0120084,F,NA,NA,NA,NA,NA,NA
1030,5997483,999598,324,1,2,V,NF,SC,117.589852,0,0,0,0,4,0,1.47,0,122,30,0.270613,1.782656,1.782656,59.179688,0.427326,0,0.06686,0.491279,0.584302,0,0,0.852008,0.786469,0.672304,0.623902,0.231602,542.46256,751.915459,2978.369565,0.691855,0.721441,0.218185,65.61,0.65,3.3,4,4,5629276,650780,-0.085628,39.620376,65.200116,-58.059005,-77.835882,-0.884977,4.219505,-15.8,5,-10.5,16.3,961,3,1,24,0,74,1,57,24.2,351,241,75,12.6,-0.707106,-0.707106,0.536875,-0.341743,-0.263117,-1,-0.108447,294.443954,272.082565,-302.471192,-277.765166,-242.198541,-275.194428,-115.51387,-169.695153,0.707106,0.999339,-0.843661,-0.884569,0.928476,0.808736,0.707106,0.902481,0.994102,-0.017466,-0.035943,0.006733,0,-0.008875,-0.009007,-212504.6317,-95441.02994,-46233.88668,44969.86772,-60611.58527,78392.58195,-0.057442,-0.187139,0.010444,0.010571,0.08922,0.222802,0.019772,-0.855091,0,0.059582,0.033998,0.02935,0.041606,713.98399,0.30685535,0.0450952,713.98399,V,0.995744594,NF,4.10419E-06,0.25373331,94.08005422,3.654981278,94.08005422,SC
1031,6009416,1001054,363.940185,1,1,V,F,NA,72.186636,7.670217,2.5668,0.012324,0.871984,23.460317,0.08,11.44,3.51,107,14,0.760563,9.409167,9.293801,39.420561,0.746032,0.248232,0.088889,0.257143,0.420317,0.249643,0.028169,0.651408,0.498239,0.272887,0.512745,0.3221,449.465747,594.397011,1258.173563,0.473582,0.756171,0.475583,131.73,0.71,4.13,0,0,5625404,650582,0.027174,67.085245,150.669798,-43.837008,-51.051816,-0.378465,9.805959,-16,4.8,-10.8,16.1,987,3,1,22,0,56,0,58,24,380,240,56,12.3,0.707106,0.707106,-0.441356,-0.534553,-0.512247,0.887589,0.143939,210.815722,261.724107,-243.677741,-278.082626,-204.335298,-275.833231,-79.853323,-64.045909,0.707106,0.989586,-0.891142,-0.41207,0.634996,0.707106,0.67462,0.984333,0.989586,0.026876,0.030771,0.022134,-0.020948,-0.018685,-0.048834,386899.9689,96845.09827,193547.9072,124218.7535,-195926.5424,101807.739,0.063684,0.506119,0.177624,0.066889,0.553732,0.54508,0.065994,-2.051432,0.085218,0.151859,0.07946,0.199758,0.106225,646.123099,2.351316934,0.086060918,646.123099,V,0.022242256,F,NA,NA,NA,NA,NA,NA
1032,6013531,1001522,281.7999878,2,3,NV,NA,NA,100.939547,0,0,0,0,0,0,0.87,0.29,168,73,0.11335,1.3,1.3,100.933333,0.654135,0.076923,0.090226,0.390977,0.533835,0.002519,0,0.758186,0.619647,0.312343,0,1.047977,2332.688742,2139.201987,2329.823841,0,1.090448,0.807833,103.66,14.49,43.82,0,4,5625708,650318,-1.779484,76.52261,129.264561,-73.398963,-83.933069,-4.871149,10.07083,-16,4.8,-10.8,16.1,984,3,1,22,0,59,0,58,24,374,240,59,12.3,0.988903,0.939672,-0.927181,-0.247393,-0.060494,0.426643,0.239541,224.429048,256.701429,-201.894898,-206.262037,-210.963756,-204.443954,-69.364543,-53.020131,0.112066,0.973184,-0.372625,-0.514495,0.532315,-0.166264,-0.383325,0.935796,0.970848,0.113438,0.062931,-0.048123,-0.069332,-0.00936,-0.003074,237939.3199,193126.2215,191945.3648,36054.09349,-211301.1449,-212934.4683,0.109271,0.293111,0.14988,-0.038963,0.61966,0.780156,0.111297,-2.22378,0.164407,0.178665,-0.029431,0.216659,0.062381,2.10835E-06,99317.06269,0.125919271,99317.06269,NV,NA,NA,NA,NA,NA,NA,NA,NA
1033,6014504,1001591,324,2,3,NV,NA,NA,85.229773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222,0.296296,0.296296,0,0,0.970874,0.944984,0.87055,0,0,0,0,0,0,0,0,38.38,0.9,5.81,1,4,5626330,651298,-0.20502,52.081874,66.881842,-61.449462,-77.901755,-6.549594,11.98701,-16,4.8,-10.7,16.3,977,3,1,22,0,63,0,57,24,360,240,63,12.5,0.919036,0.707106,-0.808736,-0.978234,-0.964763,-0.536875,0.514495,288.472792,198.12186,-216.027373,-213.379034,-181.041626,-216.027373,-52.305759,-132.273689,0.159189,0.311039,-0.588171,-0.018178,0.442943,-0.090535,0.57716,0.791285,0.857492,0.055236,0.049109,-0.043823,0.016807,-0.032435,-0.050298,-87663.83971,137553.9345,486914.9116,43783.70113,-22731.33268,232407.5846,-0.036859,-0.07154,0.040545,-0.03854,0.106934,0.182114,0.081797,-1.001556,0.049182,0.015531,-0.021681,0.116212,0.057271,1.843099777,1.578184317,0.008990071,1.843099777,V,NA,NA,NA,NA,NA,NA,NA,NA
1034,6015211,1001686,494,1,1,V,F,NA,91.818425,9.063404,9.081231,0.012739,0.537164,28.964179,0.14,9.87,0.25,113,15,0.700637,8.544312,8.54859,42.57489,0.714193,0.072307,0.135417,0.522786,0.765625,0.217541,0.016379,0.697907,0.55232,0.317561,0.413284,0.415143,524.109314,647.983614,1341.528568,0.438145,0.808831,0.474904,51.28,1.81,8.16,0,4,5626539,649807,-0.832329,62.402771,147.24941,-88.415655,-88.292773,-11.317971,10.450479,-16,4.8,-10.7,16.5,980,3,1,23,0,61,0,58,24.1,369,241,61,12.7,0.624695,0.447213,0.090535,-0.983869,0.221621,0.5547,0.072535,17.650124,265.840357,-275.194428,-275.194428,-205.301378,-280.304846,-49.939215,-53.972626,-0.780868,0.997365,-0.995893,-0.427379,0,-0.263117,0.447213,0.765362,0.997365,0.042444,0.095181,0.001928,0,-0.058482,0.006831,221227.1379,286937.3843,-665474.5977,-124907.9909,25751.82781,335694.9403,0.020871,0.301106,0.022958,-0.116232,0.387961,0.476377,-0.245447,-1.944533,0.110077,0.15114,-0.064028,0.157369,0.021549,171.003377,1.312084777,0.027163402,171.003377,V,0.058569718,F,NA,NA,NA,NA,NA,NA
1035,6015275,1001688,324,1,1,V,F,NA,101.611111,7.620348,3.175736,0.011737,0.165263,31.225564,0,5.75,0,90,10,0.570423,7.632551,7.552432,29.414414,0.656089,0,0.176384,0.838376,0.838376,0.246454,0,0.742958,0.624413,0.450704,0.375244,0.454288,636.111905,737.757143,1608.123129,0.433115,0.862224,0.426871,3.62,1.85,23.69,0,0,5626539,650059,-0.344493,52.565299,129.388753,-52.793239,-54.950755,-6.576993,12.910349,-16,4.8,-10.7,16.4,981,3,1,23,0,61,0,58,24,370,240,61,12.6,-0.857492,-1,0.263117,-0.413802,0.045407,0.457956,0.588171,347.195733,234.659893,-285.255118,-282.804266,-199.057704,-285.255118,-47.72631,-72.349875,0.514495,0.815732,-0.964763,-0.32652,0,0.178885,0,0.73994,0.808736,-0.263574,0.089304,0.008894,0.227116,-0.06809,0.002726,184217.6125,271199.6377,-688292.7379,138260.2927,-151085.5222,0,-0.001583,0.158547,0.034843,0.071575,0.274086,0.297991,0.191175,-1.662671,0.117755,0.103303,0.041425,0.141558,0.053317,231.6885334,0.544349524,0.298460426,231.6885334,V,0.033703635,F,NA,NA,NA,NA,NA,NA
